Unnamed: 0,file_name,ground_truth,StutterType
1633,60-121082-0091,he assumed the careless attitude of a servant whose master drives himself but tell me said andrea,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1634,60-121082-0092,it is so windy that your hat can easily appear to have blown off come come enough of this said cavalcanti,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1635,60-121082-0093,i hope i am not the cause hush said andrea they passed the barrier without accident at the first cross street,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1636,60-121082-0094,well said andrea,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1637,60-121082-0095,you would not like me to risk taking cold but what am i to do you oh you are young while i am beginning to get old au revoir benedetto,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1638,60-121082-0096,and running into a court he disappeared alas said andrea sighing,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1639,1578-6379-0000,the third man from the end oh patty did you bring us some wedding cake did you have any adventures,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1640,1578-6379-0001,with the dexterity of practice sprang upon the rear step of the hearse as it turned in at the school gate and rolled up the curving drive to the porte cochere the hearse was the popular name for the black varnished wagonette which conveyed the pupils of saint ursula's from church and station,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1641,1578-6379-0002,it was planned to accommodate twenty patty and her suit case alone in the capacious interior were jolting about like two tiny peas in a very big pod,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1642,1578-6379-0003,as they came to a stop they were besieged by a crowd of blue coated girls it was afternoon recreation and the whole school was abroad the welcome that she received would have led an onlooker to infer that patty had been gone three months instead of three days she and her two,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1643,1578-6379-0004,postilions descended and martin gathered up his reins come on youse all who wants a ride to the stables was his hospitable invitation it inundated him with passengers they crowded inside twice as many as the hearse would hold,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1644,1578-6379-0005,they swarmed over the driver's seat and the steps and two equestriennes even perched themselves on the horses backs what's the adventure demanded conny and priscilla in a breath as the cavalcade rattled off patty waved her hand toward the suit case,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1645,1578-6379-0006,there it is take it upstairs i'll be with you as soon as i've reported but that isn't your suit case patty shook her head mysteriously if you tried a thousand years you'd never guess who owns it who patty laughed,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1646,1578-6379-0007,just a little souvenir that i picked up i'll tell you as soon as i've interviewed the dowager hurry and slip in while jelly isn't looking they cast a quick glance over their shoulders toward the gymnasium instructor who was arguing fat irene mc cullough into faster movements on the tennis court,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1647,1578-6379-0008,miss jellings was insistent that recreation should be actively pursued out of doors the two could easily have obtained permission to greet patty's return inside but it was the policy of the trio never to ask permission in minor matters it wasted one's credit unnecessarily,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1648,1578-6379-0009,priscilla and conny turned upstairs lugging the suit case between them while patty approached the principal's study ten minutes later she joined her companions in seven paradise alley they were sitting on the bed their chins in their hands,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1649,1578-6379-0010,studying the suit case propped on a chair before them well they inquired in a breath she says she's glad to see me back and hopes i didn't eat too much wedding cake,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1650,1578-6379-0011,the man with the black eyebrows and the dimple in his chin who sang the funny songs third from the end on the right hand side jermyn hilliard junior priscilla asked breathlessly not really conny laid her hand on her heart with an exaggerated sigh,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1651,1578-6379-0012,truly and honest patty turned it over and pointed to the initials on the end,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1652,1578-6379-0013,is it locked yes patty nodded but my key will open it,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1653,1578-6379-0014,and things where'd you get it well said patty languidly it's a long story,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1654,1578-6379-0015,i think you're beastly well the glee club was last thursday night,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1655,1578-6379-0016,when we got in it was cram full of men the entire yale glee club was going to the station there were so many of them that they were sitting in each other's laps the whole top layer rose and said perfectly gravely and politely madame take my seat,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1656,1578-6379-0017,mam'selle was outraged she said in french which of course they all understood that she thought american college boys had disgraceful manners but i smiled a little i couldn't help it they were so funny and then two of the bottom ones offered their seats and we sat down,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1657,1578-6379-0018,and you'll never believe it but the third man from the end was sitting right next to me not really oh patty is he as good looking near to as he was on the stage better are those his real eyebrows or were they blacked,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1658,1578-6379-0019,she was as flustered as an old hen with one chicken she put me in charge of the conductor with so many instructions that i know he felt like a newly engaged nursemaid the glee club men rode in the smoking car,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1659,1578-6379-0020,except jermyn hilliard junior and he followed me right into the parlor car and sat down in the chair exactly opposite patty they cried in shocked chorus you surely didn't speak to him,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1660,1578-6379-0021,oh conny murmured disappointedly then what happened priscilla asked nothing at all i got out at coomsdale and uncle tom met me with the automobile the chauffeur took my suit case from the porter and i didn't see it near to at all we reached the house just at tea time,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1661,1578-6379-0022,and i went straight in to tea without going upstairs the butler took up my suit case and the maid came and asked for the key so she could unpack that house is simply running over with servants i'm always scared to death,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1662,1578-6379-0023,all the ushers and bridesmaids were there and everything was very jolly only i couldn't make out what they were talking about half the time because they all knew each other and had a lot of jokes i couldn't understand,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1663,1578-6379-0024,conny nodded feelingly that's the way they acted at the seaside last summer i think grown people have horrid manners i did feel sort of young patty acknowledged,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1664,1578-6379-0025,he was trying to obey louise and amuse little cousin but he was thinking all the time,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1665,1578-6379-0026,i told you to put it up said priscilla just wait said patty portentously when i went upstairs to dress for dinner the maid met me in the hall with her eyes popping out of her head beg pardon miss patty she said but is that your suit case yes i said of course it's my suit case,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1666,1578-6379-0027,what's the matter with it she just waved her hand toward the table and didn't say a word and there it was wide open patty took a key from her pocket unlocked the suit case and threw back the lid a man's dress suit was neatly folded on the top with a pipe a box of cigarettes some collars,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1667,1578-6379-0028,and various other masculine trifles filling in the interstices oh they gasped in breathless chorus they belong to him conny murmured fervently patty nodded and when i showed uncle tom that suit case he nearly died laughing,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1668,1578-6379-0029,he telephoned to the station but they didn't know anything about it,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1669,1578-6379-0030,uncle tom lives five miles from town and there simply wasn't anything we could do that night and just imagine his feelings when he started to dress for the concert and found patty's new pink evening gown spread out on top suggested priscilla oh patty,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1670,1578-6379-0031,just like all my dancing dresses nine inches off the floor with elbow sleeves and a silly sash i hated it anyway you must remember you are a school girl conny quoted and until just wait till i tell you patty triumphed,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1671,1578-6379-0032,the man who took me in to dinner never dreamed that i hadn't been out for years and you know he tried to flirt with me he did really and he was getting awfully old he must have been almost forty i felt as though i were flirting with my grandfather you know patty added it isn't so bad being grown up,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1672,1578-6379-0033,before patty resumed her chronicle and uncle tom made me tell about the suit case at the dinner table everybody laughed it made a very exciting story i told them about the whole school going to the glee club and falling in love in a body with the third man from the end,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1673,1578-6379-0034,and how we all cut his picture out of the program and pasted it in our watches and then about my sitting across from him in the train and changing suit cases mister harper the man next to me said it was the most romantic thing he'd ever heard in his life that louise's marriage was nothing to it,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1674,1578-6379-0035,but you didn't leave it i came on the other road i'm going to send it down and what did you wear at the wedding louise's clothes it didn't matter a bit my not matching the other bridesmaids because i was maid of honor and ought to dress differently anyway i've been grown up for three days,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1675,1578-6379-0036,talking to men did you tell the dowager yes i told her about getting the wrong suit case i didn't mention the fact that it belonged to the third man from the end what did she say she said it was very careless of me to run off with a strange man's luggage,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1676,1578-6379-0037,and she hoped he was a gentleman and would take it nicely she telephoned to the baggage man that it was here but she couldn't send martin with it this afternoon because he had to go to the farm for some eggs recreation was over and the girls came trooping in to gather books and pads and pencils for the approaching study hour,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1677,1578-6379-0038,everyone who passed number seven dropped in to hear the news each in turn received the story of the suit case and each in turn,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1678,1578-6379-0039,doesn't it smell tobaccoey and bay rummish said rosalie patton sniffing oh there's a button loose cried florence hissop the careful housewife where's some black silk patty she threaded a needle and secured the button then she daringly tried on the coat,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1679,1578-6379-0040,eight others followed her example and thrilled at the touch it was calculated to fit a far larger person than any present even irene mc cullough found it baggy he had awfully broad shoulders said rosalie stroking the satin lining,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1680,1578-6379-0041,they peered daintily at the other garments oh squealed mae mertelle he wears blue silk suspenders and something else blue chirped edna hartwell peering over her shoulder they're pajamas and to think of such a thing happening to patty,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1681,1578-6379-0042,sighed mae mertelle why not bristled patty you're so,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1682,1578-6379-0043,young wait till you see me with my hair done up,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1683,1578-6379-0044,the end said mae unkindly will be that the baggage man will deliver the suit case and jermyn hilliard junior will never know a maid appeared at the door if you please she murmured her amazed eyes on irene who was still wearing the coat,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1684,1578-6379-0045,missus trent would like to have miss patty wyatt come to the drawing room and i am to take the suit case down the gentleman is waiting oh patty a gasp went around the room do your hair up quick priscilla caught patty's twin braids and wound them around her head,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1685,1578-6379-0046,while the others in a flutter of excitement thrust in the coat and relocked the suit case they crowded after her in a body and hung over the banisters at a perilous angle straining their ears in the direction of the drawing room nothing but a murmur of voices floated up,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1686,1578-6379-0047,punctuated by an occasional deep bass laugh when they heard the front door close with one accord they invaded harriet gladden's room which commanded the walk and pressed their noses against the pane a short thick set man of german build was waddling toward the gate and the trolley car,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1687,1578-6379-0048,they gazed with wide horrified eyes and turned without a word to meet patty as she trudged upstairs lugging her errant suit case a glance told her that they had seen and dropping on the top step she leaned her head against the railing and laughed,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1688,1578-140049-0000,the banquet lamp there had been company at the brick house to the bountiful thanksgiving dinner which had been provided at one o'clock the burnham sisters who lived between north riverboro and shaker village and who for more than a quarter of a century,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1689,1578-140049-0001,had come to pass the holiday with the sawyers every year rebecca sat silent with a book after the dinner dishes were washed and when it was nearly five asked if she might go to the simpsons,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1690,1578-140049-0002,can't you set still for once and listen to the improvin conversation of your elders,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1691,1578-140049-0003,what under the canopy did they want of a lamp and where did they get the money to pay for it if abner was at home i should think he'd been swappin again said miss miranda the children got it as a prize for selling soap replied rebecca,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1692,1578-140049-0004,what have you got in the pocket of that new dress that makes it sag down so it's my nuts and raisins from dinner replied rebecca who never succeeded in keeping the most innocent action a secret from her aunt miranda they're just what you gave me on my plate why didn't you eat them,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1693,1578-140049-0005,they were your own rebecca interposed aunt jane and if you chose to save them to give away it is all right we ought never to let this day pass without giving our neighbors something to be thankful for instead of taking all the time to think of our own mercies,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1694,1578-140049-0006,the burnham sisters nodded approvingly as rebecca went out and remarked that they had never seen a child grow and improve so fast in so short a time there's plenty of room left for more improvement as you'd know if she lived in the same house with you answered miranda,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1695,1578-140049-0007,one of them must have said miss ellen burnham,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1696,1578-140049-0008,it must have been clara belle and i should never call her remarkable answered miss miranda has adam been home again yes he's been staying a few days with his aunt there's no limit to the money he's making they say and he always brings presents for all the neighbors,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1697,1578-140049-0009,this time it was a full set of furs for missus ladd and to think we can remember the time he was a barefoot boy without two shirts to his back it is strange he hasn't married with all his money and him so fond of children that he always has a pack of them at his heels,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1698,1578-140049-0010,there's hope for him still though said miss jane smilingly for i don't s'pose he's more than thirty he could get a wife in riverboro if he was a hundred and thirty remarked miss miranda adam's aunt says he was so taken with the little girl that sold the soap clara belle did you say her name was,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1699,1578-140049-0011,that he declared he was going to bring her a christmas present continued miss ellen well there's no accountin for tastes exclaimed miss miranda clara belle's got cross eyes and red hair but i'd be the last one to grudge her a christmas present,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1700,1578-140049-0012,for this one couldn't have been cross eyed i remember missus ladd saying adam remarked about this child's handsome eyes he said it was her eyes that made him buy the three hundred cakes missus ladd has it stacked up in the shed chamber,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1701,1578-140049-0013,three hundred cakes ejaculated miranda well there's one crop that never fails in riverboro what's that asked miss lydia politely the fool crop responded miranda tersely,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1702,1578-140049-0014,and changed the subject much to jane's gratitude for she had been nervous and ill at ease for the last fifteen minutes what child in riverboro could be described as remarkable and winning save rebecca what child had wonderful eyes except the same rebecca,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1703,1578-140049-0015,and finally was there ever a child in the world who could make a man buy soap by the hundred cakes save rebecca meantime the remarkable child had flown up the road in the deepening dusk but she had not gone far before she heard the sound of hurrying footsteps,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1704,1578-140049-0016,and saw a well known figure coming in her direction in a moment she and emma jane met and exchanged a breathless embrace something awful has happened panted emma jane don't tell me it's broken exclaimed rebecca no oh no not that,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1705,1578-140049-0017,our selling the three hundred cakes corrected rebecca you did as much as i no i didn't rebecca randall i just sat at the gate and held the horse yes but whose horse was it that took us to north riverboro,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1706,1578-140049-0018,but what's the trouble the simpsons have no kerosene and no wicks i guess they thought a banquet lamp was something that lighted itself and burned without any help seesaw has gone to the doctor's to try if he can borrow a wick and mother let me have a pint of oil but she says she won't give me any more,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1707,1578-140049-0019,we never thought of the expense of keeping up the lamp rebecca no we didn't but let's not worry about that till after the party i have a handful of nuts and raisins and some apples i have peppermints and maple sugar said emma jane they had a real thanksgiving dinner,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1708,1578-140049-0020,the doctor gave them sweet potatoes and cranberries and turnips father sent a spare rib and missus cobb a chicken and a jar of mince meat at half past five one might have looked in at the simpsons windows and seen the party at its height,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1709,1578-140049-0021,missus simpson had let the kitchen fire die out and had brought the baby to grace the festal scene,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1710,1578-140049-0022,on it stood the sacred the adored the long desired object almost as beautiful and nearly half as large as the advertisement the brass glistened like gold and the crimson paper shade glowed like a giant ruby,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1711,1578-140049-0023,in the wide splash of light that it flung upon the floor sat the simpsons in reverent and solemn silence emma jane standing behind them hand in hand with rebecca there seemed to be no desire for conversation the occasion was too thrilling and serious for that,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1712,1578-140049-0024,the lamp it was tacitly felt by everybody was dignifying the party and providing sufficient entertainment simply by its presence being fully as satisfactory in its way as a pianola or a string band i wish father could see it said clara belle loyally,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1713,1578-140049-0025,murmured susan sagaciously at the appointed hour rebecca dragged herself reluctantly away from the enchanting scene,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1714,1578-140049-0026,and oh i'm so glad you both live where you can see it shine from our windows i wonder how long it will burn without bein filled if i only keep it lit one hour every night,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1715,1578-140049-0027,mister tubbs brought it over from north riverboro and said somebody sent an order by mail for it rebecca squeezed emma jane's arm and emma jane gave a rapturous return squeeze,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1716,1578-140049-0028,it was mister aladdin whispered rebecca as they ran down the path to the gate seesaw followed them and handsomely offered to see them apiece down the road but rebecca declined his escort with such decision that he did not press the matter,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1717,1578-140049-0029,but went to bed to dream of her instead in his dreams flashes of lightning proceeded from both her eyes and she held a flaming sword in either hand rebecca entered the home dining room joyously the burnham sisters had gone and the two aunts were knitting,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1718,1578-140049-0030,it was a heavenly party she cried taking off her hat and cape go back and see if you have shut the door tight and then lock it said miss miranda in her usual austere manner,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1719,1578-140049-0031,and oh aunt jane aunt miranda if you'll only come into the kitchen and look out of the sink window you can see the banquet lamp shining all red just as if the simpsons house was on fire and probably it will be before long observed miranda i've got no patience with such foolish goin's on,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1720,1578-140049-0032,jane accompanied rebecca into the kitchen although the feeble glimmer which she was able to see from that distance did not seem to her a dazzling exhibition she tried to be as enthusiastic as possible rebecca who was it,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1721,1578-140049-0033,that sold the three hundred cakes of soap to mister ladd in north riverboro mister who exclaimed rebecca mister ladd in north riverboro is that his real name queried rebecca in astonishment i didn't make a bad guess and she laughed softly to herself,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1722,1578-140049-0034,i asked you who sold the soap to adam ladd resumed miss jane adam ladd then he's a ladd too what fun answer me rebecca oh excuse me aunt jane i was so busy thinking emma jane and i sold the soap to mister ladd,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1723,1578-140049-0035,he needed the soap dreadfully as a present for his aunt miss jane still looked a little unconvinced though she only said i hope your aunt miranda won't mind but you know how particular she is rebecca and i really wish you wouldn't do anything out of the ordinary without asking her first for your actions are very queer,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1724,1578-140049-0036,there can't be anything wrong this time rebecca answered confidently emma jane sold her cakes to her own relations and to uncle jerry cobb and i went first to those new tenements near the lumber mill and then to the ladds mister ladd bought all we had and made us promise to keep the secret until the premium came,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1725,1578-140049-0037,rebecca's hair was loosened and falling over her forehead in ruffled waves her eyes were brilliant her cheeks crimson there was a hint of everything in the girl's face of sensitiveness and delicacy as well as of ardor,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1726,1578-140049-0038,there was the sweetness of the mayflower and the strength of the young oak but one could easily divine that she was one of the souls by nature pitched too high by suffering plunged too low,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1727,1578-140045-0000,the stirring of the powers rebecca's visit to milltown was all that her glowing fancy had painted it except that recent readings about rome and venice disposed her to believe that those cities might have an advantage over milltown,[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
