FileName,Text,StutterType
3240-131232-0003,final precipitation by atmospheric disturbance with hail or that hailstones too when large are phenomena of suspension of long duration that it is highly unacceptable that the very large ones could become so great only in falling from the clouds,"[3 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0
 0 0 0 0 0]"
1334-135589-0031,it is so i believe replied edward yes now that edith smiles i'm sure it is them yes replied grenville,[0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
3240-131232-0004,long duration other indications of long duration i think of a region somewhere above this earth's surface in which gravitation is inoperative and is not governed by the square of the distance,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
3240-131232-0005,quite as magnetism is negligible at a very short distance from a magnet theoretically the attraction of a magnet should decrease with the square of the distance but the falling off is found to be almost abrupt at a short distance,"[0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]"
3240-131232-0006,horses and barns and elephants and flies and dodoes moas and pterodactyls leaves from modern trees and leaves of the carboniferous era all however tending to disintegrate into homogeneous looking muds or dusts,[0 0 0 0 2 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
3240-131232-0007,red or black or yellow treasure troves for the palaeontologists and for the archaeologists accumulations of centuries cyclones of egypt greece and assyria fishes dried and hard there a short time others there long enough to putrefy,"[0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0]"
3240-131232-0008,but the omnipresence of heterogeneity or living fishes also ponds of fresh water oceans of salt water as to the law of gravitation i prefer to take one simple stand,[0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
3240-131232-0009,orthodoxy accepts the correlation and equivalence of forces gravitation is one of these forces all other forces have phenomena of repulsion and of inertness irrespective of distance as well as of attraction,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
3240-131232-0010,but newtonian gravitation admits attraction only then newtonian gravitation can be only one third acceptable even to the orthodox or there is denial of the correlation and equivalence of forces or still simpler here are the data,[0 5 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
3240-131232-0011,though it harmonizes with data of fishes that fall as if from a stationary source and of course with other data too is inadequate to account for two peculiarities of the falls of frogs that never has a fall of tadpoles been reported,"[0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0]"
3240-131232-0012,that never has a fall of full grown frogs been reported always frogs a few months old it sounds positive but if there be such reports they are somewhere out of my range of reading but tadpoles would be more likely to fall from the sky than would frogs,"[0 0 0 0 0 0 0 0 0 0 0 5 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
3240-131232-0013,little or big if such falls be attributed to whirlwinds and more likely to fall from the super sargasso sea if though very tentatively and provisionally we accept the super sargasso sea,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1334-135589-0032,will they think you recognize us we shall see replied edward,[0 3 0 0 0 0 0 0 0 0 0 0]
3240-131232-0014,before we take up an especial expression upon the fall of immature and larval forms of life to this earth and the necessity then of conceiving of some factor besides mere stationariness or suspension or stagnation,"[0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0]"
3240-131232-0015,there are other data that are similar to data of falls of fishes science gossip,[0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0]
3240-131232-0016,that small snails of a land species had fallen near redruth cornwall july eighth eighteen eighty six during a heavy thunderstorm roads and fields strewn with them so that they were gathered up by the hatful,[0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
3240-131232-0017,none seen to fall by the writer of this account snails said to be quite different to any previously known in this district,[0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0]
3240-131232-0018,of great and deserved repute i thought i should for once like to trace the origin of one of these fabulous tales our own acceptance is that justice cannot be in an intermediate existence,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
3240-131232-0019,in which there can be approximation only to justice or to injustice that to be fair is to have no opinion at all that to be honest is to be uninterested that to investigate is to admit prejudice that nobody has ever really investigated anything,"[0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0
 0 0 0 0 0 0 0 0 0 0 0 0]"
3240-131232-0020,but has always sought positively to prove or to disprove something that was conceived of or suspected in advance as i suspected says this correspondent i found that the snails were of a familiar land species that they had been upon the ground,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]"
3240-131232-0021,in the first place he found that the snails had appeared after the rain that astonished rustics had jumped to the conclusion that they had fallen he met one person who said that he had seen the snails fall this was his error says the investigator,"[0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0]"
3240-131232-0022,in such quantities that they were shoveled up it is said that the snails may be considered as a local species,[0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
3240-131232-0023,and that in his opinion they had been upon the ground in the first place but that there had been some unusual condition aloft comes out in his observation upon the curious azure blue appearance of the sun at the time,"[0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0]"
1334-135589-0033,for while they had been speaking the procession had stopped is it possible thought edward that these can be the two girls in russet gowns that i left at the cottage and yet it must be,"[0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 5 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0]"
3240-131232-0024,that according to das wetter december eighteen ninety two upon august ninth eighteen ninety two a yellow cloud appeared over paderborn germany from this cloud fell a torrential rain in which were hundreds of mussels,[0 0 0 4 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0]
3240-131232-0025,there is no mention of whatever may have been upon the ground in the first place nor of a whirlwind lizards,[0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
3240-131232-0026,that during a heavy shower july third eighteen sixty he heard a peculiar sound at his feet and looking down saw a snake lying as if stunned by a fall it then came to life gray snake about a foot long,"[0 0 0 0 0 0 2 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0
 0 0 0 0 0]"
3240-131232-0027,these data have any meaning or lack of meaning or degree of damnation you please but in the matter of the fall that occurred at memphis tennessee occur some strong significances,[0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
3240-131232-0028,our quasi reasoning upon this subject applies to all segregations so far considered monthly weather review january fifteenth eighteen seventy seven that,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
3240-131232-0029,rather strictly localized or in a space of two blocks and after a violent storm in which the rain fell in torrents snakes were found they were crawling on sidewalks in yards and in streets and in masses,"[0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5
 0 0 0]"
3240-131232-0030,but none were found on roofs or any other elevation above ground and none were seen to fall if you prefer to believe that the snakes had always been there or had been upon the ground in the first place and that it was only that something occurred to call special attention to them,"[0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0]"
3240-131232-0031,in the streets of memphis january fifteenth eighteen seventy seven why that's sensible that's the common sense that has been against us from the first it is not said whether the snakes were of a known species or not,"[0 0 0 0 5 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0]"
3240-131232-0032,and had not been in the streets crawling loose or in thick tangled masses in the first place if we try to accept that these snakes had been raised from some other part of this earth's surface in a whirlwind if we try to accept that a whirlwind could segregate them,"[0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
3240-131232-0033,stones fence rails limbs of trees say that the snakes occupied the next gradation and would be the next to fall,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1334-135589-0034,well chaloner to all appearance your good aunts have done justice to their charge nature has done more edward i never thought that they would have grown into such lovely girls as they have,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
3240-131232-0034,again ours is the objection against such selectiveness by a whirlwind conceivably a whirlwind could scoop out a den of hibernating snakes with stones and earth and an infinitude of other debris snatching up dozens of snakes,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
3240-131232-0035,i don't know how many to a den hundreds maybe but according to the account of this occurrence in the new york times there were thousands of them alive from one foot to eighteen inches in length,"[0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0]"
3240-131232-0036,records the fall and says that there were thousands of them the usual whirlwind explanation is given but in what locality snakes exist in such abundance is yet a mystery this matter of enormousness of numbers,"[0 0 0 0 5 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0
 0]"
3240-131232-0037,suggests to me something of a migratory nature but that snakes in the united states do not migrate in the month of january if ever as to falls or flutterings of winged insects from the sky prevailing notions of swarming would seem explanatory enough,"[0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0
 2 0 0 0 0 0 0 0 0]"
441-128982-0028,but a man in his situation would not be likely to give up readily,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
3240-131231-0052,fifeshire scotland summer of eighteen twenty four,[0 0 5 0 0 0 0 0 0]
2289-152258-0015,worshiped idols very few of them were christians,[0 0 0 0 0 5 0 0 0 0 0 0 0]
3699-175950-0000,s'death cried my great grandfather clapping his hand upon his nose,[0 0 0 0 0 0 0 0 0]
3699-175950-0001,now my great grandfather's nose was for all the world like unto the noses of all the men women and children whom pantagruel found dwelling upon the island of ennasin,[0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0]
3699-175950-0002,by the way if you would know the strange way of getting a kin amongst so flat nosed a people you must read the book find it out yourself you never can,[0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1334-135589-0035,although i always thought that they were handsome as they passed edward caught the eye of edith and smiled alice that's edward said edith so loud as to be heard by the king and all near him,"[0 0 0 0 5 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0
 0]"
103-1240-0024,or would have been cheerful if it had not been so painfully clean as to give it something of the appearance of an unused parlor its windows looked east and west through the west one looking out on the back yard came a flood of mellow june sunlight but the east one,"[0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 2 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
3699-175950-0003,you must mean your uncle's replied my great grandmother my great grandfather was convinced he untwisted the paper and signed the article,[0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 5 0 0 0 0]
3699-175950-0004,so that my father had the jointure to pay a hundred and fifty pounds half yearly on michaelmas and lady day during all that time no man discharged pecuniary obligations with a better grace than my father,[0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 5 0 0 0 0 0 0 0]
3699-175950-0005,as soon as ever he enter'd upon the odd fifty he generally gave a loud hem,[0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0]
3699-175950-0006,inserted his hand cautiously betwixt his head and the cawl of his wig look'd at both sides of every guinea as he parted with it and seldom could get to the end of the fifty pounds without pulling out his handkerchief and wiping his temples,"[0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0]"
3699-175950-0007,and feel pity for the force of education and the prevalence of opinions long derived from ancestors for three generations at least this tenet in favour of long noses,[0 0 0 0 0 0 0 0 2 0 0 0 0 0 4 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0]
3699-175950-0008,so that the whimsicality of my father's brain was far from having the whole honour of this as it had of almost all his other strange notions for in a great measure he might be said to have suck'd this in with his mother's milk,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]"
3699-175950-0009,that he did not conceive how the greatest family in england could stand it out against an uninterrupted succession of six or seven short noses and for the contrary reason he would generally add,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
3699-175950-0010,that it must be one of the greatest problems in civil life where the same number of long and jolly noses following one another in a direct line,[0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0]
3699-175950-0011,i mean the external organ of smelling or that part of man which stands prominent in his face and which painters say in good jolly noses and well proportioned faces should comprehend a full third that is measured downwards from the setting on of the hair,"[0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 5 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0]"
3699-175950-0012,did he read such books and observe such facts and think such thoughts as would eternally be making him change sides now my father as i told you last year detested all this he pick'd up an opinion sir,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]"
1334-135589-0036,alice and edith rose and waved their handkerchiefs but they were soon obliged to cease and put them to their eyes are those your sisters edward said the king they are your majesty,[0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
3699-175950-0013,as a man in a state of nature picks up an apple it becomes his own and if he is a man of spirit he would lose his life rather than give it up,[0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
3699-175950-0014,the apple is as much frank's apple as john's pray mister shandy what patent has he to shew for it and how did it begin to be his was it when he set his heart upon it or when he gathered it,"[0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0
 0 0 0 0 0 0]"
3699-175950-0015,or when he chew'd it or when he roasted it or when he peel'd or when he brought it home or when he digested or when he for tis plain sir if the first picking up of the apple made it not his that no subsequent act could,"[0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0]"
3699-175950-0016,brother didius tribonius will answer now tribonius the civilian and church lawyer's beard being three inches and a half and three eighths longer than didius his beard,[0 4 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 4 0 0 0 0 0 0 0 0 0]
3699-175950-0017,that the sweat of a man's brows and the exsudations of a man's brains are as much a man's own property as the breeches upon his backside,[0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0]
3699-175950-0018,they had cost him moreover as much labour in cooking and digesting as in the case above so that they might well and truly be said to be of his own goods and chattels accordingly he held fast by em both by teeth and claws,"[0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0]"
3699-175950-0019,would fly to whatever he could lay his hands on and in a word would intrench and fortify them round with as many circumvallations and breast works as my uncle toby would a citadel,[0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
3699-175950-0020,by the trotting of my lean horse the thing is incredible and i am quite lost in my understanding when i am considering what a treasure of precious time and talents together has been wasted upon worse subjects,"[0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 3 0
 0 0 0 0]"
3699-175950-0021,what was to be had however he set the greater store by and though my father would oft times sport with my uncle toby's library which by the bye was ridiculous enough,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
3699-175950-0022,but that was not thy transgression my dear uncle here but why here rather than in any other part of my story i am not able to tell but here it is my heart stops me,[0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1334-135589-0037,the king rose in his stirrups and made a low obeisance to the window where they were standing we shall have some court beauties beverley said the king looking at him over his shoulder as soon as the ceremonies were over,"[0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0]"
3699-175950-0023,whilst i am pouring forth the warmest sentiment of love for thee and veneration for the excellency of thy character that ever virtue and nature kindled in a nephew's bosom,[0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
3699-175950-0024,devouredst no man's bread gently with faithful trim behind thee didst thou amble round the little circle of thy pleasures jostling no creature in thy way for each one's sorrows thou hadst a tear,[0 0 0 0 2 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
3699-175950-0025,for each man's need thou hadst a shilling whilst i am worth one to pay a weeder thy path from thy door to thy bowling green shall never be grown up,[0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
3699-19401-0000,my father had such a skirmishing cutting kind of a slashing way with him in his disputations thrusting and ripping and giving every one a stroke to remember him by in his turn,[0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0]
3699-19401-0001,for that the taylor in ripping them up in order to turn them had found they had been turn'd before then turn them again brother said my father rapidly for there will be many a turning of em yet before all's done in the affair,"[0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0]"
3699-19401-0002,they are as rotten as dirt said the corporal then by all means said my father bespeak a new pair brother for though i know continued my father turning himself to the company,[0 0 0 0 5 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
3699-19401-0003,that widow wadman has been deeply in love with my brother toby for many years and has used every art and circumvention of woman to outwit him into the same passion yet now that she has caught him her fever will be pass'd its height,"[0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 2
 0 0 0 0 0 0 0 0 0 0 0 0]"
3699-19401-0004,into a corps no matter whether he loves the service or no being once in it he acts as if he did and takes every step to shew himself a man of prowesse,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
3699-19401-0005,the hypothesis like the rest of my father's was plausible enough and my uncle toby had but a single word to object to it in which trim stood ready to second him but my father had not drawn his conclusion,"[0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 4 0 0 0]"
3699-19401-0006,for this reason continued my father stating the case over again notwithstanding all the world knows that missus wadman affects my brother toby and my brother toby contrariwise affects missus wadman,[0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0]
1334-135589-0038,and they could escape from their personal attentions edward and his two friends went to the house in which resided the ladies conynghame and his sisters we pass over the joy of this meeting after so many years absence and the pleasure,"[0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]"
3699-19401-0007,and no obstacle in nature to forbid the music striking up this very night yet will i answer for it that this self same tune will not be play'd this twelvemonth,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
3699-19401-0008,we have taken our measures badly quoth my uncle toby looking up interrogatively in trim's face i would lay my montero cap said trim,[0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0]
3699-19401-0009,now trim's montero cap as i once told you was his constant wager and having furbish'd it up that very night in order to go upon the attack it made the odds look more considerable,[0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
3699-19401-0010,i would lay an please your honour my montero cap to a shilling was it proper continued trim making a bow to offer a wager before your honours there is nothing improper in it said my father,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
3699-19401-0011,that widow wadman an please your worship cannot hold it out ten days and whence cried slop jeeringly hast thou all this knowledge of woman friend,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
3699-19401-0012,by falling in love with a popish clergy woman said trim twas a beguine said my uncle toby doctor slop was too much in wrath to listen to the distinction,[0 0 5 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
3699-19401-0013,and my father taking that very crisis to fall in helter skelter upon the whole order of nuns and beguines a set of silly fusty baggages slop could not stand it and my uncle toby having some measures to take about his breeches,"[0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0]"
3699-19401-0014,and perhaps it is as well for thee tho not so well for me that thou hast occasion for a letter of instructions upon that head and that i am able to write it to thee had it been the good pleasure of him who disposes of our lots,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0]"
3699-19401-0015,missus shandy being now close beside me preparing for bed i have thrown together without order and just as they have come into my mind such hints and documents as i deem may be of use to thee,"[0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0
 0 0]"
3699-19401-0016,though i perceive from a glow in my cheek that i blush as i begin to speak to thee upon the subject as well knowing notwithstanding thy unaffected secrecy how few of its offices thou neglectest,"[0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0
 0 0]"
1334-135589-0039,which it gave to edward to find his sisters grown such accomplished and elegant young women that his two friends who were as the reader will recollect old acquaintances of alice and edith were warmly received we hardly need say,"[0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]"
3699-19401-0017,yet i would remind thee of one during the continuance of thy courtship in a particular manner which i would not have omitted and that is never to go forth upon the enterprize whether it be in the morning or the afternoon,"[0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]"
3699-19401-0018,without first recommending thyself to the protection of almighty god that he may defend thee from the evil one shave the whole top of thy crown clean,[0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
3699-19401-0019,once at least every four or five days but oftner if convenient lest in taking off thy wig before her thro absence of mind she should be able to discover how much has been cut away by time how much by trim,"[0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0]"
3699-19401-0020,whatever thou hast to say be it more or less forget not to utter it in a low soft tone of voice silence and whatever approaches it weaves dreams of midnight secrecy into the brain,[0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
3699-19401-0021,for this cause if thou canst help it never throw down the tongs and poker avoid all kinds of pleasantry and facetiousness in thy discourse with her,[0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0]
3699-19401-0022,they are all books which excite laughter and thou knowest dear toby that there is no passion so serious as lust stick a pin in the bosom of thy shirt before thou enterest her parlour,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
3699-19401-0023,there is nothing further for thee which occurs to me at present unless the breaking out of a fresh war so wishing every thing dear toby for best i rest thy affectionate brother walter shandy,"[0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0
 0]"
3699-19401-0024,whilst my father was writing his letter of instructions my uncle toby and the corporal were busy in preparing every thing for the attack as the turning of the thin scarlet breeches was laid aside at least for the present,"[2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0
 0 0 0 0]"
3699-19401-0025,there was nothing which should put it off beyond the next morning so accordingly it was resolv'd upon for eleven o'clock,[0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0]
3699-19401-0026,but the account of this is worth more than to be wove into the fag end of the eighth alluding to the first edition volume of such a work as this,[0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0]
